time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,OrgRole,known_headcount,white,mixed,asian,black,other,white_perc,mixed_perc,asian_perc,black_perc,other_perc
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,All children and family social workers,2707,2162,79,94,348,24,79.9,2.9,3.5,12.9,0.9
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,All children and family social workers,4751,2145,346,470,1713,77,45.1,7.3,9.9,36.1,1.6
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,All children and family social workers,4098,3355,115,134,461,33,81.9,2.8,3.3,11.2,0.8
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,All children and family social workers,2375,2154,52,40,88,41,90.7,2.2,1.7,3.7,1.7
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,All children and family social workers,2314,1078,126,213,853,44,46.6,5.4,9.2,36.9,1.9
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,All children and family social workers,2437,1067,220,257,860,33,43.8,9,10.5,35.3,1.4
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,All children and family social workers,156,154,2,0,0,0,98.7,1.3,0,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,All children and family social workers,96,96,0,0,0,0,100,0,0,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,All children and family social workers,168,165,2,0,1,0,98.2,1.2,0,0.6,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,All children and family social workers,0,x,x,x,x,x,x,x,x,x,x
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,All children and family social workers,128,125,2,1,0,0,97.7,1.6,0.8,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,All children and family social workers,250,237,2,1,9,1,94.8,0.8,0.4,3.6,0.4
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,All children and family social workers,149,146,1,0,2,0,98,0.7,0,1.3,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,All children and family social workers,77,73,1,1,2,0,94.8,1.3,1.3,2.6,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,All children and family social workers,50,50,0,0,0,0,100,0,0,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,All children and family social workers,121,118,1,2,0,0,97.5,0.8,1.7,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,All children and family social workers,142,134,2,2,4,0,94.4,1.4,1.4,2.8,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,All children and family social workers,230,219,5,3,3,0,95.2,2.2,1.3,1.3,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,All children and family social workers,124,106,2,16,0,0,85.5,1.6,12.9,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,All children and family social workers,172,163,5,4,0,0,94.8,2.9,2.3,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,All children and family social workers,158,133,6,8,9,2,84.2,3.8,5.1,5.7,1.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,All children and family social workers,92,75,3,9,5,0,81.5,3.3,9.8,5.4,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,All children and family social workers,125,119,2,1,2,1,95.2,1.6,0.8,1.6,0.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,All children and family social workers,195,190,1,0,4,0,97.4,0.5,0,2.1,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,All children and family social workers,235,229,4,1,1,0,97.4,1.7,0.4,0.4,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,All children and family social workers,76,74,0,1,1,0,97.4,0,1.3,1.3,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,All children and family social workers,105,103,2,0,0,0,98.1,1.9,0,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,All children and family social workers,137,135,2,0,0,0,98.5,1.5,0,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,All children and family social workers,280,258,5,2,15,0,92.1,1.8,0.7,5.4,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,All children and family social workers,388,254,20,38,68,8,65.5,5.2,9.8,17.5,2.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,All children and family social workers,172,141,3,20,8,0,82,1.7,11.6,4.7,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,All children and family social workers,171,145,16,4,6,0,84.8,9.4,2.3,3.5,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,All children and family social workers,222,183,18,8,13,0,82.4,8.1,3.6,5.9,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,All children and family social workers,77,73,3,0,0,1,94.8,3.9,0,0,1.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,All children and family social workers,164,155,3,0,6,0,94.5,1.8,0,3.7,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,All children and family social workers,255,230,7,8,10,0,90.2,2.7,3.1,3.9,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,All children and family social workers,186,156,6,2,22,0,83.9,3.2,1.1,11.8,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,All children and family social workers,90,77,3,3,5,2,85.6,3.3,3.3,5.6,2.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,All children and family social workers,132,123,4,4,1,0,93.2,3,3,0.8,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,All children and family social workers,179,175,3,0,0,1,97.8,1.7,0,0,0.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,All children and family social workers,245,224,7,2,11,1,91.4,2.9,0.8,4.5,0.4
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,All children and family social workers,157,146,5,4,2,0,93,3.2,2.5,1.3,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,All children and family social workers,335,181,15,117,21,1,54,4.5,34.9,6.3,0.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,All children and family social workers,156,128,6,14,7,1,82.1,3.8,9,4.5,0.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,All children and family social workers,154,139,6,2,6,1,90.3,3.9,1.3,3.9,0.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,All children and family social workers,125,123,1,1,0,0,98.4,0.8,0.8,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",All children and family social workers,0,x,x,x,x,x,x,x,x,x,x
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,All children and family social workers,265,201,7,36,20,1,75.8,2.6,13.6,7.5,0.4
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,All children and family social workers,633,530,27,43,30,3,83.7,4.3,6.8,4.7,0.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,All children and family social workers,76,76,0,0,0,0,100,0,0,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,All children and family social workers,119,116,1,0,1,1,97.5,0.8,0,0.8,0.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,All children and family social workers,251,247,0,1,2,1,98.4,0,0.4,0.8,0.4
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,All children and family social workers,217,205,3,4,5,0,94.5,1.4,1.8,2.3,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,All children and family social workers,419,322,29,27,40,1,76.8,6.9,6.4,9.5,0.2
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,All children and family social workers,241,218,7,8,8,0,90.5,2.9,3.3,3.3,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,All children and family social workers,81,78,2,1,0,0,96.3,2.5,1.2,0,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,All children and family social workers,165,108,13,17,25,2,65.5,7.9,10.3,15.2,1.2
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,All children and family social workers,460,419,13,15,12,1,91.1,2.8,3.3,2.6,0.2
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,All children and family social workers,169,102,4,37,23,3,60.4,2.4,21.9,13.6,1.8
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,All children and family social workers,237,178,8,23,26,2,75.1,3.4,9.7,11,0.8
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,All children and family social workers,313,289,10,3,11,0,92.3,3.2,1,3.5,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,All children and family social workers,143,113,5,5,17,3,79,3.5,3.5,11.9,2.1
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,All children and family social workers,254,172,21,19,40,2,67.7,8.3,7.5,15.7,0.8
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,All children and family social workers,401,330,18,15,36,2,82.3,4.5,3.7,9,0.5
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,All children and family social workers,23,20,2,1,0,0,87,8.7,4.3,0,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,All children and family social workers,z,z,z,z,z,z,z,z,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,All children and family social workers,608,269,34,122,167,16,44.2,5.6,20.1,27.5,2.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,All children and family social workers,268,188,18,33,27,2,70.1,6.7,12.3,10.1,0.7
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,All children and family social workers,136,93,4,19,20,0,68.4,2.9,14,14.7,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",All children and family social workers,59,53,2,3,1,0,89.8,3.4,5.1,1.7,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,All children and family social workers,214,91,14,44,64,1,42.5,6.5,20.6,29.9,0.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,All children and family social workers,110,104,2,1,3,0,94.5,1.8,0.9,2.7,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,All children and family social workers,101,71,1,15,14,0,70.3,1,14.9,13.9,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,All children and family social workers,275,254,4,4,13,0,92.4,1.5,1.5,4.7,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,All children and family social workers,248,212,15,0,21,0,85.5,6,0,8.5,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,All children and family social workers,163,112,31,8,12,0,68.7,19,4.9,7.4,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,All children and family social workers,174,115,10,19,29,1,66.1,5.7,10.9,16.7,0.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,All children and family social workers,380,312,9,30,27,2,82.1,2.4,7.9,7.1,0.5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,All children and family social workers,176,97,14,28,33,4,55.1,8,15.9,18.8,2.3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,All children and family social workers,169,151,8,5,5,0,89.3,4.7,3,3,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,All children and family social workers,94,73,2,5,14,0,77.7,2.1,5.3,14.9,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,All children and family social workers,139,118,1,3,16,1,84.9,0.7,2.2,11.5,0.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,All children and family social workers,125,105,3,6,11,0,84,2.4,4.8,8.8,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,All children and family social workers,732,606,23,18,80,5,82.8,3.1,2.5,10.9,0.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,All children and family social workers,508,372,25,34,70,7,73.2,4.9,6.7,13.8,1.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,All children and family social workers,100,57,1,14,26,2,57,1,14,26,2
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,All children and family social workers,395,355,9,5,20,6,89.9,2.3,1.3,5.1,1.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,All children and family social workers,105,73,4,4,23,1,69.5,3.8,3.8,21.9,1
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,All children and family social workers,71,48,1,1,20,1,67.6,1.4,1.4,28.2,1.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,All children and family social workers,287,272,3,1,11,0,94.8,1,0.3,3.8,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,All children and family social workers,151,83,7,3,57,1,55,4.6,2,37.7,0.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,All children and family social workers,65,52,1,5,6,1,80,1.5,7.7,9.2,1.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,All children and family social workers,208,187,8,2,8,3,89.9,3.8,1,3.8,1.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,All children and family social workers,150,92,6,10,41,1,61.3,4,6.7,27.3,0.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,All children and family social workers,326,306,10,2,8,0,93.9,3.1,0.6,2.5,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,All children and family social workers,522,453,9,10,47,3,86.8,1.7,1.9,9,0.6
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,All children and family social workers,65,63,2,0,0,0,96.9,3.1,0,0,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,All children and family social workers,695,564,16,13,89,13,81.2,2.3,1.9,12.8,1.9
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,All children and family social workers,192,127,2,6,56,1,66.1,1,3.1,29.2,0.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,All children and family social workers,166,129,10,6,21,0,77.7,6,3.6,12.7,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,All children and family social workers,418,362,16,9,30,1,86.6,3.8,2.2,7.2,0.2
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,All children and family social workers,106,100,5,0,1,0,94.3,4.7,0,0.9,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,All children and family social workers,73,35,6,8,22,2,47.9,8.2,11,30.1,2.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,All children and family social workers,90,32,5,25,28,0,35.6,5.6,27.8,31.1,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,All children and family social workers,212,185,4,10,13,0,87.3,1.9,4.7,6.1,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,All children and family social workers,402,321,8,17,51,5,79.9,2,4.2,12.7,1.2
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,All children and family social workers,80,69,3,0,7,1,86.3,3.8,0,8.8,1.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,All children and family social workers,221,199,3,3,14,2,90,1.4,1.4,6.3,0.9
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,All children and family social workers,42,27,0,5,10,0,64.3,0,11.9,23.8,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,All children and family social workers,65,52,1,3,9,0,80,1.5,4.6,13.8,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,All children and family social workers,93,85,4,1,2,1,91.4,4.3,1.1,2.2,1.1
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",All children and family social workers,164,154,4,3,3,0,93.9,2.4,1.8,1.8,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",All children and family social workers,295,261,14,6,13,1,88.5,4.7,2,4.4,0.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,All children and family social workers,222,200,1,2,1,18,90.1,0.5,0.9,0.5,8.1
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,All children and family social workers,143,132,2,0,4,5,92.3,1.4,0,2.8,3.5
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,All children and family social workers,167,149,4,2,12,0,89.2,2.4,1.2,7.2,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,All children and family social workers,281,243,10,14,13,1,86.5,3.6,5,4.6,0.4
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,All children and family social workers,z,z,z,z,z,z,z,z,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,All children and family social workers,78,66,0,0,0,12,84.6,0,0,0,15.4
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,All children and family social workers,165,154,1,4,5,1,93.3,0.6,2.4,3,0.6
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,All children and family social workers,286,265,4,1,15,1,92.7,1.4,0.3,5.2,0.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,All children and family social workers,115,110,2,1,2,0,95.7,1.7,0.9,1.7,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,All children and family social workers,98,83,0,4,11,0,84.7,0,4.1,11.2,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,All children and family social workers,80,73,2,1,3,1,91.3,2.5,1.3,3.8,1.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,All children and family social workers,188,179,4,1,4,0,95.2,2.1,0.5,2.1,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,All children and family social workers,178,101,11,11,51,4,56.7,6.2,6.2,28.7,2.2
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,All children and family social workers,10,7,1,0,2,0,70,10,0,20,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,All children and family social workers,192,100,20,6,64,2,52.1,10.4,3.1,33.3,1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,All children and family social workers,116,62,7,4,40,3,53.4,6,3.4,34.5,2.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,All children and family social workers,179,60,3,18,91,7,33.5,1.7,10.1,50.8,3.9
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,All children and family social workers,268,170,20,11,64,3,63.4,7.5,4.1,23.9,1.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,All children and family social workers,103,62,3,3,31,4,60.2,2.9,2.9,30.1,3.9
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,All children and family social workers,177,66,8,11,87,5,37.3,4.5,6.2,49.2,2.8
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,All children and family social workers,167,64,11,12,80,0,38.3,6.6,7.2,47.9,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,All children and family social workers,129,44,10,23,51,1,34.1,7.8,17.8,39.5,0.8
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,All children and family social workers,264,127,11,16,104,6,48.1,4.2,6.1,39.4,2.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,All children and family social workers,265,83,7,73,96,6,31.3,2.6,27.5,36.2,2.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,All children and family social workers,141,62,6,15,56,2,44,4.3,10.6,39.7,1.4
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,All children and family social workers,125,70,8,10,36,1,56,6.4,8,28.8,0.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,All children and family social workers,187,74,5,16,90,2,39.6,2.7,8.6,48.1,1.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,All children and family social workers,162,91,8,16,47,0,56.2,4.9,9.9,29,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,All children and family social workers,162,76,5,11,69,1,46.9,3.1,6.8,42.6,0.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,All children and family social workers,123,31,10,13,68,1,25.2,8.1,10.6,55.3,0.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,All children and family social workers,170,73,9,12,71,5,42.9,5.3,7.1,41.8,2.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,All children and family social workers,89,34,11,0,41,3,38.2,12.4,0,46.1,3.4
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,All children and family social workers,178,70,18,26,62,2,39.3,10.1,14.6,34.8,1.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,All children and family social workers,185,72,27,12,73,1,38.9,14.6,6.5,39.5,0.5
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,All children and family social workers,232,103,9,23,97,0,44.4,3.9,9.9,41.8,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,All children and family social workers,131,46,8,45,30,2,35.1,6.1,34.4,22.9,1.5
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,All children and family social workers,52,35,2,2,12,1,67.3,3.8,3.8,23.1,1.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,All children and family social workers,94,43,1,14,32,4,45.7,1.1,14.9,34,4.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,All children and family social workers,135,62,12,23,36,2,45.9,8.9,17,26.7,1.5
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,All children and family social workers,76,54,1,9,11,1,71.1,1.3,11.8,14.5,1.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,All children and family social workers,90,50,2,6,28,4,55.6,2.2,6.7,31.1,4.4
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,All children and family social workers,144,53,9,23,58,1,36.8,6.3,16,40.3,0.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,All children and family social workers,z,z,z,z,z,z,z,z,z,z,z
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,All children and family social workers,102,58,6,4,32,2,56.9,5.9,3.9,31.4,2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,All children and family social workers,125,42,77,2,3,1,33.6,61.6,1.6,2.4,0.8
2021,Reporting year,National,E92000001,England,,,,,,Senior manager,546,465,17,26,33,5,85.2,3.1,4.8,6,0.9
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Senior manager,28,28,0,0,0,0,100,0,0,0,0
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Senior manager,72,67,0,1,4,0,93.1,0,1.4,5.6,0
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Senior manager,56,52,0,3,1,0,92.9,0,5.4,1.8,0
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Senior manager,25,21,1,2,1,0,84,4,8,4,0
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Senior manager,40,33,6,1,0,0,82.5,15,2.5,0,0
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Senior manager,72,57,2,8,4,1,79.2,2.8,11.1,5.6,1.4
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Senior manager,126,87,6,9,21,3,69,4.8,7.1,16.7,2.4
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Senior manager,89,84,2,2,1,0,94.4,2.2,2.2,1.1,0
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Senior manager,38,36,0,0,1,1,94.7,0,0,2.6,2.6
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Senior manager,58,38,3,3,13,1,65.5,5.2,5.2,22.4,1.7
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Senior manager,68,49,3,6,8,2,72.1,4.4,8.8,11.8,2.9
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Senior manager,3,3,0,0,0,0,100,0,0,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Senior manager,5,5,0,0,0,0,100,0,0,0,0
