time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Age on ceasing,1 to 4 years,32,14
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Age on ceasing,10 to 15 years,27,12
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Age on ceasing,16 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Age on ceasing,17 years,25,11
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Age on ceasing,18 years and over,104,45
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Age on ceasing,5 to 9 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Age on ceasing,Total,229,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Age on ceasing,Under 1 year,22,10
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Gender,Female,96,42
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Gender,Male,133,58
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Gender,Total,229,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Accommodation on remand ended,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Adopted,16,7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Age assessment determined child aged 18 or over,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Aged 18 (or over) and remained with current carers,43,19
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Care ceased for any other reason,30,13
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Care taken by another local authority,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Child moved abroad,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Died,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",16,7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Moved into independent living (with no formalised support),13,6
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Moved into independent living (with supportive accommodation),25,11
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Residence order or child arrangement order granted,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,12,5
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,32,14
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Sentenced to custody,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Special guardianship orders,29,13
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Total,229,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Reason episode ceased,Transferred to residential care funded by adult social services,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Age on ceasing,1 to 4 years,14,18
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Age on ceasing,10 to 15 years,11,14
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Age on ceasing,16 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Age on ceasing,17 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Age on ceasing,18 years and over,35,44
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Age on ceasing,5 to 9 years,6,8
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Age on ceasing,Total,79,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Age on ceasing,Under 1 year,6,8
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Gender,Female,32,41
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Gender,Male,47,59
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Gender,Total,79,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Accommodation on remand ended,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Adopted,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Age assessment determined child aged 18 or over,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Aged 18 (or over) and remained with current carers,13,16
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Care ceased for any other reason,15,19
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Care taken by another local authority,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Child moved abroad,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Died,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",8,10
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Moved into independent living (with no formalised support),c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Moved into independent living (with supportive accommodation),12,15
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Residence order or child arrangement order granted,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,13,16
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Sentenced to custody,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Special guardianship orders,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Total,79,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Reason episode ceased,Transferred to residential care funded by adult social services,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Age on ceasing,1 to 4 years,22,17
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Age on ceasing,10 to 15 years,12,9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Age on ceasing,16 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Age on ceasing,17 years,9,7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Age on ceasing,18 years and over,64,50
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Age on ceasing,5 to 9 years,12,9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Age on ceasing,Total,127,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Age on ceasing,Under 1 year,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Gender,Female,46,36
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Gender,Male,81,64
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Gender,Total,127,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Accommodation on remand ended,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Adopted,9,7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Age assessment determined child aged 18 or over,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Aged 18 (or over) and remained with current carers,14,11
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Care ceased for any other reason,6,5
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Care taken by another local authority,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Child moved abroad,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Died,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",6,5
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Moved into independent living (with no formalised support),0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Moved into independent living (with supportive accommodation),50,39
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Residence order or child arrangement order granted,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,6,5
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,11,9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Sentenced to custody,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Special guardianship orders,18,14
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Total,127,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Reason episode ceased,Transferred to residential care funded by adult social services,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Age on ceasing,1 to 4 years,43,24
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Age on ceasing,10 to 15 years,20,11
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Age on ceasing,16 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Age on ceasing,17 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Age on ceasing,18 years and over,73,41
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Age on ceasing,5 to 9 years,23,13
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Age on ceasing,Total,177,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Age on ceasing,Under 1 year,8,5
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Gender,Female,88,50
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Gender,Male,89,50
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Gender,Total,177,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Accommodation on remand ended,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Adopted,27,15
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Age assessment determined child aged 18 or over,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Aged 18 (or over) and remained with current carers,17,10
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Care ceased for any other reason,57,32
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Care taken by another local authority,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Child moved abroad,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Died,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Moved into independent living (with no formalised support),0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Moved into independent living (with supportive accommodation),c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Residence order or child arrangement order granted,11,6
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,29,16
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Sentenced to custody,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Special guardianship orders,22,12
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Total,177,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Reason episode ceased,Transferred to residential care funded by adult social services,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Age on ceasing,1 to 4 years,25,25
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Age on ceasing,10 to 15 years,11,11
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Age on ceasing,16 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Age on ceasing,17 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Age on ceasing,18 years and over,40,40
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Age on ceasing,5 to 9 years,11,11
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Age on ceasing,Total,100,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Age on ceasing,Under 1 year,6,6
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Gender,Female,42,42
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Gender,Male,58,58
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Gender,Total,100,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Accommodation on remand ended,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Adopted,22,22
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Age assessment determined child aged 18 or over,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Aged 18 (or over) and remained with current carers,22,22
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Care ceased for any other reason,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Care taken by another local authority,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Child moved abroad,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Died,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Moved into independent living (with no formalised support),c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Moved into independent living (with supportive accommodation),12,12
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Residence order or child arrangement order granted,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,13,13
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Sentenced to custody,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Special guardianship orders,14,14
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Total,100,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Reason episode ceased,Transferred to residential care funded by adult social services,0,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Age on ceasing,1 to 4 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Age on ceasing,10 to 15 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Age on ceasing,16 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Age on ceasing,17 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Age on ceasing,18 years and over,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Age on ceasing,5 to 9 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Age on ceasing,Total,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Age on ceasing,Under 1 year,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Gender,Female,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Gender,Male,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Gender,Total,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Accommodation on remand ended,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Adopted,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Age assessment determined child aged 18 or over,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Aged 18 (or over) and remained with current carers,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Care ceased for any other reason,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Care taken by another local authority,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Child moved abroad,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Died,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Moved into independent living (with no formalised support),z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Moved into independent living (with supportive accommodation),z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Residence order or child arrangement order granted,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Sentenced to custody,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Special guardianship orders,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Total,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Reason episode ceased,Transferred to residential care funded by adult social services,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Age on ceasing,1 to 4 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Age on ceasing,10 to 15 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Age on ceasing,16 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Age on ceasing,17 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Age on ceasing,18 years and over,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Age on ceasing,5 to 9 years,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Age on ceasing,Total,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Age on ceasing,Under 1 year,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Gender,Female,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Gender,Male,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Gender,Total,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Accommodation on remand ended,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Adopted,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Age assessment determined child aged 18 or over,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Aged 18 (or over) and remained with current carers,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Care ceased for any other reason,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Care taken by another local authority,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Child moved abroad,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Died,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Moved into independent living (with no formalised support),z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Moved into independent living (with supportive accommodation),z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Residence order or child arrangement order granted,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Sentenced to custody,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Special guardianship orders,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Total,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Reason episode ceased,Transferred to residential care funded by adult social services,z,z
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Age on ceasing,1 to 4 years,38,26
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Age on ceasing,10 to 15 years,20,14
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Age on ceasing,16 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Age on ceasing,17 years,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Age on ceasing,18 years and over,50,34
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Age on ceasing,5 to 9 years,17,12
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Age on ceasing,Total,147,100
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Age on ceasing,Under 1 year,10,7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Gender,Female,43,29
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Gender,Male,104,71
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Gender,Total,147,100
